time,latitude,longitude,Uwind,Vwind
UTC,degrees_north,degrees_east,meter second-1,meter second-1
2025-01-07T10:00:00Z,19.065,-155.35,-0.11255069,0.6312015
2025-01-07T10:00:00Z,19.065,-155.29,-0.14721632,1.1373807
2025-01-07T10:00:00Z,19.065,-155.23,-0.15715864,1.48804
2025-01-07T10:00:00Z,19.065,-155.17,-0.18120883,1.7785511
2025-01-07T10:00:00Z,19.065,-155.11,-0.24100484,2.0434868
2025-01-07T10:00:00Z,19.065,-155.05,-0.3137922,2.3069453
2025-01-07T10:00:00Z,19.065,-154.99,-0.35959965,2.5895896
2025-01-07T10:00:00Z,19.065,-154.93,-0.46224016,2.8775892
2025-01-07T10:00:00Z,19.065,-154.87,-0.5775219,3.0853498
2025-01-07T10:00:00Z,19.065,-154.81,-0.72796273,3.2097292
2025-01-07T10:00:00Z,19.065,-154.75,-0.9542453,3.3683572
2025-01-07T10:00:00Z,19.065,-154.69,-1.19825,3.5205152
2025-01-07T10:00:00Z,19.065,-154.63,-1.4209962,3.6226728
2025-01-07T10:00:00Z,19.065,-154.57,-1.6088496,3.6862288
2025-01-07T10:00:00Z,19.065,-154.51,-1.7404443,3.7157023
2025-01-07T10:00:00Z,19.12,-156.31,-2.1582732,5.174712
2025-01-07T10:00:00Z,19.12,-156.25,-2.048225,5.1817513
2025-01-07T10:00:00Z,19.12,-156.19,-2.1715744,5.12636
2025-01-07T10:00:00Z,19.12,-156.13,-2.506454,4.9548655
2025-01-07T10:00:00Z,19.12,-156.07,-2.836499,4.789378
2025-01-07T10:00:00Z,19.12,-156.01,-2.9954588,4.762851
2025-01-07T10:00:00Z,19.12,-155.95,-2.6014714,3.845882
2025-01-07T10:00:00Z,19.12,-155.89,-1.9041944,1.8747666
2025-01-07T10:00:00Z,19.12,-155.83,-1.651077,0.66923755
2025-01-07T10:00:00Z,19.12,-155.77,-1.9623553,0.19379413
2025-01-07T10:00:00Z,19.12,-155.71,-1.684943,-0.527435
2025-01-07T10:00:00Z,19.12,-155.65,-0.76300585,-0.63787395
2025-01-07T10:00:00Z,19.12,-155.59,0.04064589,-0.20853089
2025-01-07T10:00:00Z,19.12,-155.53,0.48243105,-0.008357911
2025-01-07T10:00:00Z,19.12,-155.47,0.6302438,-0.13100469
2025-01-07T10:00:00Z,19.12,-155.41,0.5792964,-0.10993294
2025-01-07T10:00:00Z,19.12,-155.35,0.39525568,0.29511258
2025-01-07T10:00:00Z,19.12,-155.29,0.28574407,0.6379762
2025-01-07T10:00:00Z,19.12,-155.23,0.2910543,0.93840843
2025-01-07T10:00:00Z,19.12,-155.17,0.30603948,1.3479378
2025-01-07T10:00:00Z,19.12,-155.11,0.24678825,1.8213624
2025-01-07T10:00:00Z,19.12,-155.05,0.11025154,2.2432752
2025-01-07T10:00:00Z,19.12,-154.99,-0.019713365,2.606406
2025-01-07T10:00:00Z,19.12,-154.93,-0.14232278,2.9262116
2025-01-07T10:00:00Z,19.12,-154.87,-0.28217807,3.1950974
2025-01-07T10:00:00Z,19.12,-154.81,-0.46335888,3.356052
2025-01-07T10:00:00Z,19.12,-154.75,-0.70575434,3.5054207
2025-01-07T10:00:00Z,19.12,-154.69,-0.98539853,3.6642175
2025-01-07T10:00:00Z,19.12,-154.63,-1.2562678,3.7755082
2025-01-07T10:00:00Z,19.12,-154.57,-1.4957532,3.8384452
2025-01-07T10:00:00Z,19.12,-154.51,-1.6813467,3.869609
2025-01-07T10:00:00Z,19.175,-156.31,-1.890627,5.5467987
2025-01-07T10:00:00Z,19.175,-156.25,-1.8405586,5.607584
2025-01-07T10:00:00Z,19.175,-156.19,-2.0148144,5.588141
2025-01-07T10:00:00Z,19.175,-156.13,-2.3467252,5.5153775
2025-01-07T10:00:00Z,19.175,-156.07,-2.60793,5.510613
2025-01-07T10:00:00Z,19.175,-156.01,-2.5550246,5.471987
2025-01-07T10:00:00Z,19.175,-155.95,-1.8474454,3.6449418
2025-01-07T10:00:00Z,19.175,-155.89,-1.1499685,1.0742004
2025-01-07T10:00:00Z,19.175,-155.83,-1.4638398,0.5038476
2025-01-07T10:00:00Z,19.175,-155.77,-2.1469595,0.3502148
2025-01-07T10:00:00Z,19.175,-155.71,-1.7796289,-0.5637799
2025-01-07T10:00:00Z,19.175,-155.65,-0.47612116,-0.82268953
2025-01-07T10:00:00Z,19.175,-155.59,0.33116797,-0.08435232
2025-01-07T10:00:00Z,19.175,-155.53,0.6451304,0.41059512
2025-01-07T10:00:00Z,19.175,-155.47,1.0639031,-0.0048225573
2025-01-07T10:00:00Z,19.175,-155.41,1.1424162,-0.08065185
2025-01-07T10:00:00Z,19.175,-155.35,0.88096124,0.41960844
2025-01-07T10:00:00Z,19.175,-155.29,0.6608288,0.66821826
2025-01-07T10:00:00Z,19.175,-155.23,0.6628291,0.696764
2025-01-07T10:00:00Z,19.175,-155.17,0.7737116,0.9196194
2025-01-07T10:00:00Z,19.175,-155.11,0.8263389,1.3845099
2025-01-07T10:00:00Z,19.175,-155.05,0.7174244,1.9570404
2025-01-07T10:00:00Z,19.175,-154.99,0.46851668,2.5000124
2025-01-07T10:00:00Z,19.175,-154.93,0.23603886,2.9797547
2025-01-07T10:00:00Z,19.175,-154.87,0.041906692,3.3193295
2025-01-07T10:00:00Z,19.175,-154.81,-0.17772765,3.5248497
2025-01-07T10:00:00Z,19.175,-154.75,-0.443966,3.661517
2025-01-07T10:00:00Z,19.175,-154.69,-0.750049,3.8082798
2025-01-07T10:00:00Z,19.175,-154.63,-1.0592145,3.9310043
2025-01-07T10:00:00Z,19.175,-154.57,-1.3434039,3.9982986
