Date, North (mm), East (mm), Vertical (mm)
2015-11-28,124.33,-114.81,5.56
2015-11-29,123.98,-114.78,2.09
2015-11-30,124.64,-115.06,3.85
2015-12-01,125.20,-114.42,-3.99
2015-12-02,124.15,-114.78,-2.85
2015-12-03,123.82,-114.58,-0.32
2015-12-04,122.98,-115.65,-5.07
2015-12-05,123.07,-115.53,-1.48
2015-12-06,123.41,-114.37,0.82
2015-12-07,122.67,-115.01,4.46
2015-12-08,122.91,-115.97,3.11
2015-12-09,124.89,-115.67,3.79
2015-12-10,123.16,-115.51,6.52
2015-12-11,119.84,-119.00,-6.91
2015-12-12,123.67,-116.14,-2.50
2015-12-13,123.39,-116.52,3.81
2015-12-14,122.81,-118.74,3.31
2015-12-15,122.91,-115.08,0.05
2015-12-16,125.16,-115.37,6.70
2015-12-17,124.12,-115.26,5.93
2015-12-18,124.68,-115.70,4.71
2015-12-19,124.76,-115.58,5.73
2015-12-20,123.87,-116.41,-7.26
2015-12-21,125.35,-117.26,3.62
2015-12-22,126.49,-118.57,7.76
2015-12-23,126.33,-121.36,4.58
2015-12-24,124.79,-118.19,12.65
2015-12-25,122.65,-117.70,3.47
2015-12-26,125.67,-115.31,-7.53
2015-12-27,124.63,-115.71,0.32
2015-12-28,124.47,-117.23,1.41
2015-12-29,124.15,-115.95,-2.63
2015-12-30,126.10,-114.85,-1.40
2015-12-31,126.18,-115.65,1.16
2016-01-01,125.95,-115.37,-2.63
2016-01-02,124.64,-115.90,3.80
2016-01-03,123.82,-116.94,0.75
2016-01-04,125.25,-114.86,3.17
2016-01-05,127.04,-115.25,-1.78
2016-01-06,120.93,-118.47,-1.40
2016-01-07,124.03,-117.29,1.72
2016-01-08,122.98,-116.00,0.07
2016-01-09,125.06,-115.71,-0.09
2016-01-10,125.66,-116.02,-3.64
2016-01-11,125.37,-115.21,-8.34
2016-01-12,125.76,-115.63,-5.07
2016-01-13,125.64,-116.32,-2.54
2016-01-14,125.25,-115.70,-3.15
2016-01-15,125.79,-118.03,-1.94
2016-01-16,124.37,-117.61,-3.61
2016-01-17,124.81,-116.13,-2.31
2016-01-18,127.45,-115.53,-1.81
2016-01-19,126.41,-115.82,-5.23
2016-01-20,126.68,-116.10,-7.84
2016-01-21,126.24,-116.05,-1.14
2016-01-22,125.82,-116.15,-6.15
2016-01-23,125.97,-116.79,0.69
2016-01-24,124.83,-116.79,-5.79
2016-01-25,126.51,-117.26,0.53
2016-01-26,126.21,-116.39,-6.04
2016-01-27,125.94,-117.12,-4.30
2016-01-28,126.71,-117.14,-2.21
2016-01-29,126.09,-118.49,-5.06
2016-01-30,128.14,-117.74,2.09
2016-01-31,125.96,-118.17,4.04
2016-02-01,127.06,-118.25,-2.48
2016-02-02,127.28,-117.86,-3.33
2016-02-03,127.26,-116.99,-7.24
2016-02-04,126.13,-116.69,-6.71
2016-02-05,127.18,-117.05,-9.29
2016-02-06,126.89,-115.30,-6.66
2016-02-07,126.76,-116.75,-1.04
2016-02-08,127.78,-114.20,-6.78
2016-02-09,127.84,-117.31,-4.47
2016-02-10,127.13,-116.73,-6.36
2016-02-11,127.56,-116.76,-4.16
2016-02-12,127.68,-116.59,-5.19
2016-02-13,127.58,-116.36,-6.84
2016-02-14,127.34,-117.02,-7.32
2016-02-15,127.70,-116.62,-4.39
2016-02-16,127.72,-118.22,1.82
2016-02-17,125.21,-116.17,5.26
2016-02-18,126.11,-117.72,-1.20
2016-02-19,126.96,-117.83,1.80
2016-02-20,128.41,-116.56,-0.32
2016-02-21,126.93,-116.49,-0.18
2016-02-22,126.61,-118.21,-7.98
2016-02-23,127.37,-117.62,-3.55
2016-02-24,127.47,-116.28,-5.94
2016-02-25,128.11,-116.33,-4.36
2016-02-26,127.70,-116.53,-3.86
2016-02-27,128.42,-117.19,-3.19
2016-02-28,125.90,-117.18,-1.25
2016-02-29,126.99,-117.26,-7.59
2016-03-01,127.95,-115.91,-1.73
2016-03-02,127.87,-117.33,-4.72
2016-03-03,127.60,-117.20,-3.59
2016-03-04,126.77,-116.92,-3.91
2016-03-05,127.38,-119.29,-0.31
2016-03-06,126.35,-118.21,4.19
2016-03-07,127.57,-117.32,-7.53
2016-03-08,127.78,-116.25,0.58
2016-03-09,128.64,-116.73,-8.95
2016-03-10,128.40,-116.69,-0.77
2016-03-11,125.56,-117.39,-3.29
2016-03-12,127.16,-118.66,-2.22
2016-03-13,126.77,-118.74,-1.79
2016-03-14,127.68,-119.44,-0.85
2016-03-15,127.36,-117.94,-1.13
2016-03-16,126.63,-116.73,-3.24
2016-03-17,129.37,-115.80,-2.86
2016-03-18,126.81,-117.86,2.22
2016-03-19,127.69,-117.43,-0.50
2016-03-20,128.31,-116.90,-0.99
2016-03-21,130.20,-117.15,-7.78
2016-03-22,128.07,-120.71,-2.71
2016-03-23,126.91,-118.40,4.50
2016-03-24,126.83,-116.65,-1.68
2016-03-25,128.89,-117.19,-0.24
2016-03-26,128.40,-117.60,-2.12
2016-03-27,126.89,-118.95,0.34
2016-03-28,128.26,-117.09,-0.13
2016-03-29,128.60,-118.39,-1.35
2016-03-30,127.21,-117.88,2.02
2016-03-31,128.45,-118.30,3.17
2016-04-01,127.24,-117.23,0.69
2016-04-02,127.87,-117.05,0.16
2016-04-03,127.42,-116.57,2.38
2016-04-04,128.19,-117.62,-0.90
2016-04-05,129.40,-118.67,-11.00
2016-04-06,128.05,-116.12,-9.68
2016-04-07,127.92,-117.74,-0.96
2016-04-08,128.19,-117.82,-0.93
2016-04-09,129.48,-118.74,2.20
2016-04-10,127.67,-119.14,0.04
2016-04-11,128.02,-117.97,-1.83
2016-04-12,128.33,-118.83,-6.54
2016-04-13,127.70,-117.83,-5.23
2016-04-14,127.06,-118.74,0.58
2016-04-15,134.73,-123.78,3.46
2016-04-16,129.66,-117.72,-2.84
2016-04-17,129.82,-118.23,-3.31
2016-04-18,129.90,-118.89,-1.94
2016-04-19,130.56,-118.58,2.30
2016-04-20,130.15,-119.16,-2.37
2016-04-21,128.67,-118.46,-3.09
2016-04-22,130.31,-118.31,0.95
2016-04-23,129.97,-119.75,-6.47
2016-04-24,130.19,-118.56,0.63
2016-04-25,127.80,-121.57,-2.60
2016-04-26,129.59,-119.18,-0.34
2016-04-27,128.79,-119.49,1.01
2016-04-28,129.03,-119.26,-3.83
2016-04-29,131.09,-119.22,-4.26
2016-04-30,132.76,-120.37,-1.29
2016-05-01,130.65,-120.02,-0.01
2016-05-02,132.29,-119.38,2.67
2016-05-03,130.02,-119.04,-2.73
2016-05-04,132.45,-119.99,4.08
2016-05-05,129.74,-120.08,1.44
2016-05-06,129.41,-118.85,2.15
2016-05-07,130.92,-118.91,2.45
2016-05-08,127.61,-119.50,5.14
2016-05-09,130.15,-118.77,2.85
2016-05-10,130.08,-118.86,0.46
2016-05-11,130.38,-119.53,-0.70
2016-05-12,130.02,-118.85,-2.21
2016-05-13,129.62,-118.00,-4.10
2016-05-14,128.69,-118.50,0.10
2016-05-15,128.69,-119.00,-3.88
2016-05-16,128.62,-117.15,5.27
2016-05-17,127.84,-119.03,6.12
2016-05-18,130.12,-117.60,-9.01
2016-05-19,131.39,-119.88,2.82
2016-05-20,130.00,-119.52,1.28
2016-05-21,131.09,-120.96,-6.29
2016-05-22,128.95,-119.12,-1.61
2016-05-23,131.57,-118.26,-4.17
2016-05-24,130.96,-119.60,-4.66
2016-05-25,130.49,-119.30,-6.09
2016-05-26,130.24,-119.04,-1.52
2016-05-27,130.29,-119.26,-0.68
2016-05-28,130.14,-119.61,-2.00
2016-05-29,130.67,-119.90,-8.32
2016-05-30,130.53,-119.17,-2.27
2016-05-31,130.53,-118.42,-2.26
2016-06-01,129.99,-120.03,-5.49
2016-06-02,130.90,-120.30,-3.62
2016-06-03,129.82,-119.30,-1.21
2016-06-04,130.61,-120.71,-1.98
2016-06-05,130.45,-120.55,2.67
2016-06-06,130.74,-120.24,-0.68
2016-06-07,130.33,-120.63,1.94
2016-06-08,129.23,-119.03,0.64
2016-06-09,131.84,-120.64,4.79
2016-06-10,130.50,-119.34,-1.24
2016-06-11,130.75,-120.32,3.64
2016-06-12,131.84,-119.66,-3.58
2016-06-13,131.93,-120.62,-5.75
2016-06-14,132.13,-119.29,2.47
2016-06-15,129.35,-121.59,7.58
2016-06-16,130.40,-121.43,2.70
2016-06-17,131.86,-120.61,4.74
2016-06-18,132.82,-119.80,3.84
2016-06-19,130.88,-121.55,-1.90
2016-06-20,129.77,-120.39,-1.22
2016-06-21,132.84,-121.76,-0.49
2016-06-22,131.80,-120.98,2.72
2016-06-23,132.88,-120.42,5.95
2016-06-24,131.35,-121.93,6.42
2016-06-25,131.22,-121.13,3.78
2016-06-26,130.65,-121.17,2.87
2016-06-27,130.51,-121.72,3.82
2016-06-28,132.01,-120.76,3.86
2016-06-29,131.67,-120.96,0.77
2016-06-30,132.11,-120.07,3.31
2016-07-01,130.51,-122.13,4.40
2016-07-02,130.18,-121.48,5.26
2016-07-03,131.63,-121.82,2.27
2016-07-04,131.65,-121.52,6.24
2016-07-05,130.47,-121.15,5.22
2016-07-06,131.80,-120.35,-2.22
2016-07-07,132.27,-122.00,5.47
2016-07-08,132.71,-121.22,3.04
2016-07-09,132.84,-121.14,-2.62
2016-07-10,132.33,-122.28,0.57
2016-07-11,131.66,-121.80,4.04
2016-07-12,131.62,-121.44,2.32
2016-07-13,130.87,-120.81,3.15
2016-07-14,131.18,-120.65,2.81
2016-07-15,133.24,-120.71,11.16
2016-07-16,132.29,-121.53,5.72
2016-07-17,130.29,-121.83,5.46
2016-07-18,132.80,-120.39,4.07
2016-07-19,132.43,-120.10,0.31
2016-07-20,131.78,-122.62,2.38
2016-07-21,134.58,-121.78,2.09
2016-07-22,133.33,-122.18,7.46
2016-07-23,132.05,-122.30,3.94
2016-07-24,132.01,-121.13,10.07
2016-07-25,133.22,-121.49,7.11
2016-07-26,131.86,-122.09,4.52
2016-07-27,132.35,-122.07,6.06
2016-07-28,131.83,-121.57,10.79
2016-07-29,131.65,-121.22,7.55
2016-07-30,131.42,-121.87,12.60
2016-07-31,132.46,-120.71,6.66
2016-08-01,133.80,-121.86,9.63
2016-08-02,131.88,-122.48,3.09
2016-08-03,130.94,-122.52,6.09
2016-08-04,132.80,-121.89,2.02
2016-08-05,133.01,-122.24,15.07
2016-08-06,133.22,-122.74,8.69
2016-08-07,132.20,-122.02,6.85
2016-08-08,132.04,-122.34,4.48
2016-08-09,133.48,-122.37,6.65
2016-08-10,132.13,-122.77,5.83
2016-08-11,132.60,-122.41,1.56
2016-08-12,131.76,-122.74,0.39
2016-08-13,133.03,-123.18,4.32
2016-08-14,132.41,-121.76,1.35
2016-08-15,134.69,-123.15,4.75
2016-08-16,134.81,-122.90,4.76
2016-08-17,131.81,-120.98,7.64
2016-08-18,132.94,-122.22,2.32
2016-08-19,135.43,-122.97,9.48
2016-08-20,133.93,-123.09,6.03
2016-08-21,132.82,-122.77,8.48
2016-08-22,133.78,-123.05,5.37
2016-08-23,133.63,-122.64,4.96
2016-08-24,132.81,-122.31,6.64
2016-08-25,134.00,-122.16,0.43
2016-08-26,133.07,-122.96,3.05
2016-08-27,131.61,-122.33,-1.54
2016-08-28,133.29,-122.18,0.16
2016-08-29,133.81,-122.16,-1.23
2016-08-30,133.48,-122.38,5.72
2016-08-31,132.40,-123.49,2.00
2016-09-01,133.32,-123.18,6.50
2016-09-02,132.73,-123.30,5.09
2016-09-03,135.22,-124.24,10.45
2016-09-04,134.55,-124.49,7.70
2016-09-05,133.06,-123.95,9.03
2016-09-06,133.22,-123.67,7.52
2016-09-07,134.20,-123.65,1.77
2016-09-08,134.90,-123.30,0.57
2016-09-09,133.67,-123.27,-1.61
2016-09-10,133.46,-123.44,-1.71
2016-09-11,134.51,-121.90,-1.68
2016-09-12,133.73,-124.35,3.96
2016-09-13,132.99,-123.98,9.64
2016-09-14,134.24,-123.22,4.60
2016-09-15,134.27,-124.55,3.93
2016-09-16,134.30,-123.73,-0.50
2016-09-17,133.04,-124.73,3.93
2016-09-18,133.56,-123.45,11.35
2016-09-19,133.18,-123.96,9.51
2016-09-20,134.37,-123.72,6.85
2016-09-21,133.56,-123.75,5.19
2016-09-22,132.93,-124.07,6.38
2016-09-23,133.97,-126.11,2.93
2016-09-24,135.19,-124.46,5.04
2016-09-25,135.14,-124.08,4.76
2016-09-26,134.50,-124.24,4.81
2016-09-27,133.10,-124.44,12.56
2016-09-28,135.78,-124.80,1.00
2016-09-29,134.30,-125.53,-4.26
2016-09-30,133.60,-125.49,5.53
2016-10-01,134.10,-124.59,9.28
2016-10-02,134.07,-124.45,8.93
2016-10-03,132.24,-125.74,0.92
2016-10-04,135.11,-126.88,9.32
2016-10-05,131.68,-125.22,5.92
2016-10-06,133.27,-124.75,9.58
2016-10-07,133.65,-124.77,6.79
2016-10-08,133.67,-124.81,6.20
2016-10-09,134.09,-123.96,5.30
2016-10-10,133.76,-124.29,4.24
2016-10-11,134.20,-125.15,7.57
2016-10-12,135.66,-124.98,2.15
2016-10-13,134.62,-125.63,-0.67
2016-10-14,134.23,-125.25,7.51
2016-10-15,135.37,-124.87,8.04
2016-10-16,134.09,-125.42,-2.69
2016-10-17,133.49,-124.23,2.54
2016-10-18,135.04,-125.11,8.47
2016-10-19,135.14,-125.07,-0.59
2016-10-20,136.47,-125.74,2.69
2016-10-21,136.11,-124.38,-1.08
2016-10-22,134.65,-124.42,12.10
2016-10-23,135.70,-125.13,-2.11
2016-10-24,134.55,-129.19,14.21
2016-10-25,134.77,-125.99,-4.49
2016-10-26,134.27,-125.02,-6.41
2016-10-27,136.76,-124.67,-3.49
2016-10-28,134.25,-125.89,10.20
2016-10-29,136.33,-126.52,2.00
2016-10-30,137.47,-124.44,-9.26
2016-10-31,134.98,-126.08,2.64
2016-11-01,134.32,-126.27,-2.86
2016-11-02,136.53,-124.58,-3.33
2016-11-03,135.75,-125.54,-1.24
2016-11-04,136.58,-125.93,-6.14
2016-11-05,136.29,-126.07,-1.99
2016-11-06,135.58,-125.21,-0.28
2016-11-07,136.45,-125.59,-2.78
2016-11-08,136.35,-126.03,4.35
2016-11-09,136.16,-126.22,3.59
2016-11-10,136.98,-127.55,1.86
2016-11-11,136.12,-125.41,-1.12
2016-11-12,136.42,-125.70,4.03
2016-11-13,136.59,-124.33,-1.38
2016-11-14,136.60,-125.70,2.36
2016-11-15,137.22,-125.72,2.58
2016-11-16,135.34,-126.66,0.80
2016-11-17,135.55,-125.72,-0.75
2016-11-18,136.07,-125.43,-3.71
2016-11-19,138.43,-125.10,1.48
2016-11-20,135.67,-126.02,-1.43
2016-11-21,134.69,-127.02,-4.40
2016-11-22,136.25,-126.03,-2.26
2016-11-23,136.95,-126.73,-2.42
2016-11-24,136.69,-125.91,-0.04
2016-11-25,136.94,-125.23,1.93
2016-11-26,135.11,-127.56,-0.49
2016-11-27,134.08,-127.71,-10.38
2016-11-28,137.99,-128.83,2.09
2016-11-29,137.44,-127.66,6.80
2016-11-30,137.91,-126.76,0.30
2016-12-01,136.93,-126.36,-0.10
2016-12-02,137.99,-127.72,-3.40
2016-12-03,138.05,-125.69,-0.98
2016-12-04,137.46,-127.27,3.34
2016-12-05,137.07,-127.82,7.54
2016-12-06,137.78,-128.31,1.50
2016-12-07,136.65,-126.80,-4.14
2016-12-08,138.97,-127.55,-2.45
2016-12-09,136.60,-127.34,-6.96
2016-12-10,137.25,-129.23,-2.38
2016-12-11,137.99,-130.09,2.03
2016-12-12,136.38,-127.03,-1.57
2016-12-13,138.59,-127.69,-1.74
2016-12-14,138.10,-127.15,-4.82
2016-12-15,138.10,-125.98,-2.88
2016-12-16,135.89,-128.59,-2.39
2016-12-17,138.24,-128.54,0.15
2016-12-18,139.45,-127.54,-2.70
2016-12-19,139.21,-127.69,4.15
2016-12-20,140.24,-127.27,-1.12
2016-12-21,138.80,-127.12,1.99
2016-12-22,138.04,-126.86,-0.47
2016-12-23,137.88,-127.34,1.74
2016-12-24,130.90,-123.90,3.20
2016-12-25,133.39,-126.80,2.58
2016-12-26,139.29,-126.37,-0.75
2016-12-27,138.54,-127.45,-2.36
2016-12-28,138.64,-127.50,-0.07
2016-12-29,139.40,-127.46,0.04
2016-12-30,138.97,-126.86,1.54
2016-12-31,137.36,-127.82,-0.42
2017-01-01,136.61,-127.81,4.06
2017-01-02,137.23,-129.03,-0.40
2017-01-03,138.51,-127.20,-7.15
2017-01-04,138.21,-127.62,-4.79
2017-01-05,136.95,-129.23,0.68
2017-01-06,138.95,-128.82,-1.74
2017-01-07,138.15,-126.75,-3.59
2017-01-08,139.94,-125.62,-6.81
2017-01-09,137.39,-125.97,-0.77
2017-01-10,139.00,-128.95,-6.68
2017-01-11,138.14,-128.60,-0.98
2017-01-12,138.22,-129.69,-4.36
2017-01-13,137.94,-128.76,-13.23
2017-01-14,141.53,-127.26,-14.28
2017-01-15,140.23,-128.14,-6.98
2017-01-16,141.45,-128.07,-8.51
2017-01-17,139.39,-128.19,-2.80
2017-01-18,139.78,-128.61,-5.17
2017-01-19,136.70,-129.59,-3.02
2017-01-20,136.72,-128.21,5.35
2017-01-21,137.70,-128.63,5.63
2017-01-22,139.14,-127.79,-8.95
2017-01-23,138.52,-127.85,3.34
2017-01-24,140.39,-128.78,-2.50
2017-01-25,140.48,-128.85,-5.50
2017-01-26,140.89,-128.22,-8.90
2017-01-27,143.00,-126.73,-15.30
2017-01-28,144.72,-125.64,-16.34
2017-01-29,140.54,-128.77,-11.58
2017-01-30,139.88,-129.71,-1.96
2017-01-31,141.09,-128.24,-6.55
2017-02-01,140.72,-128.30,-3.86
2017-02-02,140.80,-128.09,-13.39
2017-02-03,140.61,-129.50,-10.81
2017-02-04,140.46,-129.80,-7.41
2017-02-05,139.78,-129.21,-1.54
2017-02-06,140.44,-129.28,-1.02
2017-02-07,140.53,-127.77,-3.78
2017-02-08,140.39,-129.44,-12.63
2017-02-09,141.50,-128.83,-10.91
2017-02-10,143.14,-129.73,-8.88
2017-02-11,140.35,-130.08,-8.81
2017-02-12,142.22,-128.24,-15.50
2017-02-13,141.04,-127.69,-14.28
2017-02-14,140.97,-129.06,-6.67
2017-02-15,140.83,-128.85,-3.89
2017-02-16,141.79,-127.89,2.71
2017-02-17,140.29,-130.58,2.18
2017-02-18,140.99,-129.23,-0.88
2017-02-19,139.78,-129.72,-1.64
2017-02-20,141.78,-128.77,-9.78
2017-02-21,140.46,-129.12,-5.28
2017-02-22,140.03,-128.89,-10.62
2017-02-23,142.39,-130.58,-11.11
2017-02-24,139.59,-129.17,-4.52
2017-02-25,141.32,-128.90,-3.42
2017-02-26,141.52,-128.86,-7.65
2017-02-27,140.61,-129.40,-1.35
2017-02-28,142.82,-128.80,-9.25
2017-03-01,141.29,-128.53,-9.65
2017-03-02,141.44,-130.44,-8.02
2017-03-03,141.68,-129.41,-6.35
2017-03-04,140.49,-129.78,-6.22
2017-03-05,140.32,-129.71,-8.37
2017-03-06,140.92,-130.12,-5.12
2017-03-07,141.28,-129.15,-5.40
2017-03-08,141.74,-128.58,-7.39
2017-03-09,141.02,-129.08,-9.68
2017-03-10,140.11,-128.24,-14.93
2017-03-11,141.50,-128.99,-10.27
2017-03-12,141.48,-128.62,-9.91
2017-03-13,141.85,-129.42,-6.72
2017-03-14,141.02,-128.67,-4.20
2017-03-15,141.23,-128.82,-7.34
2017-03-16,140.96,-128.46,-3.00
2017-03-17,141.63,-129.50,-7.14
2017-03-18,143.74,-129.45,-7.35
2017-03-19,141.73,-129.71,-5.85
2017-03-20,142.04,-128.68,-12.71
2017-03-21,140.96,-129.30,-3.95
2017-03-22,142.58,-130.96,-2.61
2017-03-23,141.38,-129.53,-2.37
2017-03-24,142.74,-129.39,-5.86
2017-03-25,144.16,-130.01,-10.45
2017-03-26,142.07,-130.85,-2.17
2017-03-27,142.59,-131.33,-16.82
2017-03-28,141.29,-129.23,-10.88
2017-03-29,142.29,-128.98,-10.54
2017-03-30,142.22,-129.42,-14.25
2017-03-31,141.12,-130.00,-10.59
2017-04-01,142.79,-130.34,-4.82
2017-04-02,143.05,-130.46,-1.81
2017-04-03,142.81,-130.29,-8.85
2017-04-04,142.19,-130.72,-6.17
2017-04-05,142.83,-129.93,-7.52
2017-04-06,142.32,-131.57,-8.83
2017-04-07,140.09,-129.38,1.48
2017-04-08,141.19,-130.18,-5.60
2017-04-09,140.88,-130.47,-1.92
2017-04-10,143.26,-131.53,-12.68
2017-04-11,142.57,-130.25,-7.19
2017-04-12,142.54,-130.59,-6.70
2017-04-13,141.12,-132.80,-9.72
2017-04-14,143.48,-131.86,-12.70
2017-04-15,142.03,-131.25,-9.19
2017-04-16,142.87,-129.77,-6.43
2017-04-17,143.74,-130.80,-8.53
2017-04-18,142.81,-134.26,-9.96
2017-04-19,143.89,-131.91,-9.08
2017-04-20,141.59,-131.92,-15.46
2017-04-21,143.07,-131.34,-9.12
2017-04-22,141.93,-130.47,-4.91
2017-04-23,141.69,-131.84,-7.91
2017-04-24,143.83,-136.29,-1.30
2017-04-25,146.85,-137.95,-4.95
2017-04-26,145.99,-132.61,-3.40
2017-04-27,146.87,-136.86,-6.04
2017-04-28,146.96,-136.36,-6.91
2017-04-29,143.54,-131.50,-8.60
2017-04-30,143.79,-131.41,-8.82
2017-05-01,143.55,-131.36,-4.47
2017-05-02,142.74,-130.59,-7.23
2017-05-03,142.28,-131.53,-4.80
2017-05-04,141.00,-130.76,-7.00
2017-05-05,143.90,-130.39,-2.70
2017-05-06,143.74,-131.44,-4.65
2017-05-07,143.06,-129.80,-12.62
2017-05-08,142.06,-131.15,-5.80
2017-05-09,142.71,-131.91,-10.31
2017-05-10,142.92,-131.85,-5.39
2017-05-11,143.44,-131.05,-8.92
2017-05-12,143.33,-130.59,-7.44
2017-05-13,143.27,-131.56,-9.44
2017-05-14,143.68,-132.06,-6.11
2017-05-15,142.97,-131.75,-3.24
2017-05-16,142.26,-131.98,-3.43
2017-05-17,146.28,-138.61,-1.91
2017-05-18,143.03,-131.78,-10.91
2017-05-19,144.63,-132.03,-12.24
2017-05-20,144.17,-131.63,-3.40
2017-05-21,142.95,-132.38,-0.37
2017-05-22,144.08,-132.35,-0.95
2017-05-23,145.24,-132.94,-2.81
2017-05-24,146.28,-132.22,-1.40
2017-05-25,144.62,-134.07,2.67
2017-05-26,143.73,-132.44,-5.09
2017-05-27,143.53,-132.33,-4.12
2017-05-28,145.00,-131.44,-7.39
2017-05-29,144.38,-132.03,-1.88
2017-05-30,144.91,-132.44,-5.51
2017-05-31,145.17,-132.61,-1.37
2017-06-01,144.21,-133.05,-6.33
2017-06-02,144.03,-133.01,-4.62
2017-06-03,143.68,-133.19,-5.73
2017-06-04,144.50,-132.60,-2.00
2017-06-05,143.93,-132.83,-0.33
2017-06-06,144.00,-132.57,0.70
2017-06-07,143.37,-133.31,-2.56
2017-06-08,145.21,-132.94,-15.52
2017-06-09,145.09,-133.32,-5.37
2017-06-10,144.03,-135.07,-2.99
2017-06-11,144.32,-133.78,-2.05
2017-06-12,143.42,-134.14,-6.72
2017-06-13,144.11,-133.03,-7.07
2017-06-14,144.16,-132.95,1.04
2017-06-15,145.50,-132.70,-3.05
2017-06-16,144.49,-133.22,-0.49
2017-06-17,144.46,-132.67,1.51
2017-06-18,142.67,-132.28,4.56
2017-06-19,143.45,-132.29,1.62
2017-06-20,143.97,-132.93,1.37
2017-06-21,144.54,-133.34,6.73
2017-06-22,144.30,-133.61,-2.56
2017-06-23,145.22,-131.86,-3.88
2017-06-24,147.07,-132.85,-5.39
2017-06-25,145.67,-132.84,-1.69
2017-06-26,145.19,-132.54,0.78
2017-06-27,144.64,-133.49,1.45
2017-06-28,145.44,-133.97,5.73
2017-06-29,145.59,-133.65,-0.48
2017-06-30,143.86,-133.52,-0.49
2017-07-01,144.41,-132.60,-3.41
2017-07-02,144.22,-133.65,-1.17
2017-07-03,144.61,-133.66,4.34
2017-07-04,145.69,-132.85,-1.71
2017-07-05,145.67,-132.58,-3.68
2017-07-06,145.24,-132.50,-1.11
2017-07-07,145.39,-133.03,-1.21
2017-07-08,145.20,-133.14,-3.68
2017-07-09,145.99,-133.33,-1.18
2017-07-10,145.84,-132.69,1.91
2017-07-11,145.83,-132.38,1.24
2017-07-12,143.78,-132.85,-0.91
2017-07-13,146.33,-133.40,-0.65
2017-07-14,146.03,-133.60,-1.17
2017-07-15,145.29,-134.05,0.50
2017-07-16,144.83,-134.06,5.37
2017-07-17,147.04,-133.45,5.84
2017-07-18,145.54,-134.55,4.21
2017-07-19,146.01,-134.88,-3.99
2017-07-20,146.63,-134.05,-0.71
2017-07-21,145.36,-133.59,0.83
2017-07-22,144.62,-133.93,-3.55
2017-07-23,146.29,-134.07,1.99
2017-07-24,143.91,-134.40,3.87
2017-07-25,146.81,-134.73,4.45
2017-07-26,146.42,-134.86,1.77
2017-07-27,145.84,-133.86,-1.30
2017-07-28,146.28,-135.26,-1.02
2017-07-29,145.29,-134.38,2.14
2017-07-30,146.30,-133.43,-1.00
2017-07-31,145.88,-133.55,-2.14
2017-08-01,144.48,-133.72,0.61
2017-08-02,144.33,-133.30,-7.36
2017-08-03,144.99,-134.12,-1.76
2017-08-04,145.77,-134.58,2.51
2017-08-05,145.14,-134.17,0.48
2017-08-06,146.54,-133.64,-1.58
2017-08-07,146.27,-134.26,1.30
2017-08-08,146.07,-135.38,-4.44
2017-08-09,145.63,-133.91,0.67
2017-08-10,145.73,-135.63,-1.61
2017-08-11,145.86,-136.03,0.09
2017-08-12,146.94,-135.47,-0.88
2017-08-13,145.88,-135.18,-3.59
2017-08-14,147.09,-135.24,3.22
2017-08-15,147.08,-134.53,-0.59
2017-08-16,145.53,-136.26,-2.71
2017-08-17,146.32,-135.34,-8.56
2017-08-18,144.13,-134.38,-0.43
2017-08-19,145.09,-135.12,3.74
2017-08-20,144.85,-136.36,2.91
2017-08-21,147.01,-135.20,-2.38
2017-08-22,146.45,-135.85,1.99
2017-08-23,148.45,-135.96,6.24
2017-08-24,145.83,-135.34,-4.83
2017-08-25,145.31,-135.57,4.16
2017-08-26,145.08,-138.64,-4.89
2017-08-27,145.33,-135.44,-0.67
2017-08-28,144.87,-135.87,-1.87
2017-08-29,146.73,-137.01,1.00
2017-08-30,147.36,-135.15,0.16
2017-08-31,147.81,-137.49,10.08
2017-09-01,143.35,-136.57,3.32
2017-09-02,144.23,-135.32,0.36
2017-09-03,145.77,-133.65,-7.46
2017-09-04,149.14,-136.82,-2.18
2017-09-05,147.01,-135.30,4.15
2017-09-06,146.52,-136.14,-1.14
2017-09-07,148.66,-135.18,1.25
2017-09-08,148.01,-137.69,-3.84
2017-09-09,148.03,-135.83,7.11
2017-09-10,147.26,-137.18,8.22
2017-09-11,147.46,-134.43,10.44
2017-09-12,155.49,-137.80,1.83
2017-09-13,148.73,-137.00,0.42
2017-09-14,146.30,-137.34,5.16
2017-09-15,144.34,-137.54,1.23
2017-09-16,147.22,-135.72,2.87
2017-09-17,146.10,-136.56,2.03
2017-09-18,146.36,-136.57,4.15
2017-09-19,148.48,-138.02,3.41
2017-09-20,147.79,-137.05,-5.19
2017-09-21,147.22,-138.55,1.11
2017-09-22,146.30,-136.85,1.65
2017-09-23,147.23,-136.64,4.34
2017-09-24,146.78,-136.12,7.73
2017-09-25,146.57,-137.80,4.47
2017-09-26,147.91,-136.62,1.79
2017-09-27,146.77,-137.01,-2.77
2017-09-28,146.36,-136.92,1.64
2017-09-29,148.04,-136.31,-0.14
2017-09-30,148.02,-137.46,-0.37
2017-10-01,147.70,-138.40,0.91
2017-10-02,146.81,-139.17,6.37
2017-10-03,147.79,-137.02,0.84
2017-10-04,148.55,-137.65,-3.01
2017-10-05,148.41,-136.72,-1.00
2017-10-06,148.02,-136.70,4.51
