Date, North (mm), East (mm), Vertical (mm)
2012-06-10,79.60,-72.73,1.78
2012-06-11,79.34,-73.20,-7.93
2012-06-12,77.62,-73.36,-4.01
2012-06-13,81.04,-72.69,-1.35
2012-06-14,79.33,-73.69,-3.23
2012-06-15,78.92,-72.90,-0.62
2012-06-16,79.49,-72.90,0.06
2012-06-17,78.95,-73.65,0.58
2012-06-18,82.64,-74.61,-3.80
2012-06-19,79.05,-75.09,-8.84
2012-06-20,80.56,-74.03,-1.26
2012-06-21,79.39,-74.13,-1.37
2012-06-22,80.13,-73.65,-4.72
2012-06-23,79.11,-72.41,-0.25
2012-06-24,79.99,-73.64,-7.62
2012-06-25,79.58,-73.45,-11.13
2012-06-26,79.67,-74.06,-7.15
2012-06-27,79.41,-73.38,-5.40
2012-06-28,80.42,-72.42,-7.18
2012-06-29,82.13,-73.23,-3.65
2012-06-30,80.04,-74.44,-5.51
2012-07-01,80.48,-73.07,-6.13
2012-07-02,80.38,-74.05,2.64
2012-07-03,80.86,-72.75,-0.94
2012-07-04,82.20,-72.84,-4.85
2012-07-05,80.71,-73.51,-4.00
2012-07-06,79.84,-74.94,-9.54
2012-07-07,82.01,-74.10,-9.12
2012-07-08,78.53,-74.23,-7.38
2012-07-09,80.69,-74.13,-1.75
2012-07-10,80.80,-74.13,-8.48
2012-07-11,80.92,-73.43,-2.47
2012-07-12,81.13,-74.16,1.50
2012-07-13,82.79,-74.31,-7.50
2012-07-14,83.49,-74.31,-2.89
2012-07-15,81.98,-73.08,-3.40
2012-07-16,80.06,-73.75,-2.01
2012-07-17,79.27,-73.94,-2.77
2012-07-18,81.39,-74.15,-1.05
2012-07-19,81.84,-71.62,-6.60
2012-07-20,82.39,-73.64,-8.78
2012-07-21,79.39,-74.97,-2.57
2012-07-22,78.65,-74.09,-5.29
2012-07-23,81.39,-75.96,-4.86
2012-07-24,79.92,-74.24,-6.94
2012-07-25,79.48,-74.61,-3.05
2012-07-26,80.92,-75.01,-4.96
2012-07-27,81.20,-75.11,-1.09
2012-07-28,81.95,-74.28,-4.91
2012-07-29,82.12,-73.96,-4.18
2012-07-30,81.20,-75.10,-4.64
2012-07-31,81.43,-73.41,-1.95
2012-08-01,83.26,-75.61,-2.09
2012-08-02,80.44,-75.12,-9.09
2012-08-03,81.18,-76.06,-1.88
2012-08-04,80.94,-75.76,-2.59
2012-08-05,81.98,-74.38,-3.50
2012-08-06,79.46,-74.85,-2.02
2012-08-07,81.12,-75.22,-4.91
2012-08-08,79.83,-74.47,-6.13
2012-08-09,81.24,-76.25,-1.56
2012-08-10,80.47,-77.19,-4.38
2012-08-11,80.47,-75.65,1.82
2012-08-12,80.79,-77.51,4.32
2012-08-13,81.33,-76.69,4.27
2012-08-14,78.55,-76.89,5.63
2012-08-15,81.10,-75.47,2.40
2012-08-16,80.37,-74.40,-3.17
2012-08-17,80.93,-76.19,3.43
2012-08-18,80.41,-75.04,-1.55
2012-08-19,81.19,-75.89,-1.99
2012-08-20,80.70,-75.85,6.57
2012-08-21,81.98,-76.11,2.20
2012-08-22,81.00,-75.25,2.40
2012-08-23,80.85,-76.99,2.61
2012-08-24,79.78,-76.21,3.03
2012-08-25,80.08,-76.94,4.90
2012-08-26,80.63,-76.73,1.50
2012-08-27,79.50,-75.88,3.82
2012-08-28,80.99,-75.05,-2.74
2012-08-29,81.57,-74.18,9.63
2012-08-30,82.10,-75.43,9.03
2012-08-31,81.72,-75.79,-0.13
2012-09-01,82.27,-75.16,3.75
2012-09-02,80.95,-75.81,8.04
2012-09-03,81.34,-76.04,2.06
2012-09-04,81.85,-75.88,6.18
2012-09-05,81.67,-76.41,2.65
2012-09-06,81.24,-74.15,-2.15
2012-09-07,81.12,-75.52,1.66
2012-09-08,82.32,-75.18,-1.76
2012-09-09,82.20,-75.45,-0.26
2012-09-10,81.00,-76.01,5.28
2012-09-11,82.95,-75.11,-1.12
2012-09-12,81.13,-77.30,0.04
2012-09-13,82.19,-76.80,-9.97
2012-09-14,82.18,-76.91,-5.48
2012-09-15,82.90,-76.57,-6.24
2012-09-16,81.89,-75.92,1.95
2012-09-17,81.30,-76.45,-0.68
2012-09-18,82.90,-76.42,1.84
2012-09-19,81.83,-76.64,-0.97
2012-09-20,82.76,-76.29,3.83
2012-09-21,82.54,-76.50,-0.29
2012-09-22,81.87,-76.13,-2.51
2012-09-23,82.80,-75.53,-2.62
2012-09-24,81.93,-76.03,1.89
2012-09-25,83.14,-76.36,-5.64
2012-09-26,83.27,-76.14,-3.12
2012-09-27,82.37,-76.66,-3.39
2012-09-28,83.48,-75.57,-3.06
2012-09-29,83.47,-77.27,0.44
2012-09-30,81.50,-76.50,-4.65
2012-10-01,82.97,-75.59,-4.35
2012-10-02,83.04,-76.81,-1.28
2012-10-03,82.44,-76.42,-2.57
2012-10-04,82.98,-76.43,-6.92
2012-10-05,82.35,-76.85,-2.83
2012-10-06,82.78,-76.52,1.50
2012-10-07,83.26,-77.31,-1.17
2012-10-08,82.38,-76.42,-2.66
2012-10-09,82.33,-76.50,-3.05
2012-10-10,82.23,-77.33,1.16
2012-10-11,81.50,-76.67,-1.54
2012-10-12,83.12,-77.12,-5.06
2012-10-13,83.08,-76.92,-6.29
2012-10-14,84.51,-76.60,-6.94
2012-10-15,84.17,-76.51,0.63
2012-10-16,83.16,-76.82,-2.66
2012-10-17,84.52,-76.42,-2.45
2012-10-18,83.16,-79.17,4.69
2012-10-19,85.09,-76.85,-3.79
2012-10-20,84.76,-76.20,0.75
2012-10-21,83.11,-77.74,-5.94
2012-10-22,83.42,-78.43,-1.85
2012-10-23,82.91,-78.24,-6.64
2012-10-24,84.33,-78.94,-9.53
2012-10-25,83.56,-77.61,-1.51
2012-10-26,83.76,-76.92,-9.25
2012-10-27,81.74,-78.09,0.27
2012-10-28,84.23,-78.57,-2.97
2012-10-29,83.20,-77.91,-1.00
2012-10-30,83.67,-77.97,-3.12
2012-10-31,84.16,-77.79,-3.72
2012-11-01,84.04,-77.56,-4.85
2012-11-02,84.21,-78.04,-3.28
2012-11-03,83.35,-78.27,-4.63
2012-11-04,83.41,-78.29,-7.75
2012-11-05,85.99,-77.22,-2.28
2012-11-06,84.76,-78.60,-6.72
2012-11-07,83.67,-77.52,-2.14
2012-11-08,83.53,-78.29,-4.77
2012-11-09,82.89,-79.47,-13.28
2012-11-10,83.12,-78.89,-10.66
2012-11-11,84.47,-78.92,-9.40
2012-11-12,84.52,-77.91,-8.35
2012-11-13,83.97,-77.42,-7.55
2012-11-14,84.18,-77.83,-10.85
2012-11-15,85.39,-77.48,-8.80
2012-11-16,83.31,-79.63,-5.00
2012-11-17,83.15,-76.93,-10.81
2012-11-18,84.71,-78.64,-9.44
2012-11-19,83.58,-78.95,-2.02
2012-11-20,84.51,-78.61,-5.00
2012-11-21,82.52,-77.31,-3.53
2012-11-22,83.35,-77.60,-9.89
2012-11-23,84.15,-79.86,-5.90
2012-11-24,83.53,-78.62,-4.44
2012-11-25,84.60,-78.95,-2.13
2012-11-26,83.97,-78.44,-2.79
2012-11-27,83.25,-77.84,-6.27
2012-11-28,83.35,-78.50,-12.30
2012-11-29,83.92,-79.59,-6.68
2012-11-30,84.36,-78.43,-10.47
2012-12-01,84.34,-80.87,-5.36
2012-12-02,85.49,-80.06,-7.19
2012-12-03,84.23,-78.41,-9.55
2012-12-04,85.53,-79.05,-4.37
2012-12-05,84.67,-78.53,-4.43
2012-12-06,83.48,-79.37,-6.16
2012-12-07,84.12,-77.62,-4.56
2012-12-08,85.77,-78.73,-3.24
2012-12-09,85.93,-78.76,-2.17
2012-12-10,85.98,-78.69,-5.79
2012-12-11,86.12,-79.46,-1.59
2012-12-12,86.12,-78.90,-3.50
2012-12-13,82.16,-80.03,-5.69
2012-12-14,83.08,-79.69,-2.16
2012-12-15,84.97,-79.96,2.44
2012-12-16,85.38,-79.71,-2.21
2012-12-17,85.90,-78.64,-6.15
2012-12-18,83.91,-80.17,1.73
2012-12-19,87.00,-80.33,-5.77
2012-12-20,86.16,-78.43,-9.85
2012-12-21,86.37,-79.24,-4.77
2012-12-22,85.43,-79.93,-3.88
2012-12-23,86.35,-81.23,-5.10
2012-12-24,84.44,-80.13,-4.53
2012-12-25,87.07,-80.10,-7.69
2012-12-26,83.46,-82.09,-10.37
2012-12-27,85.90,-81.54,-13.14
2012-12-28,87.97,-80.30,-9.53
2012-12-29,87.08,-79.65,-11.00
2012-12-30,87.99,-79.13,-6.27
2012-12-31,88.65,-79.10,-7.44
2013-01-01,87.72,-80.29,-13.33
2013-01-02,92.21,-82.33,-17.40
2013-01-03,88.02,-80.09,-7.86
2013-01-04,86.74,-80.12,-10.40
2013-01-05,86.30,-80.77,-10.84
2013-01-06,86.11,-81.62,-16.80
2013-01-07,86.51,-79.61,-12.38
2013-01-08,87.75,-80.22,-0.22
2013-01-09,88.34,-80.88,-5.57
2013-01-10,85.08,-82.19,-6.48
2013-01-11,86.56,-81.31,-7.10
2013-01-12,87.21,-80.91,-7.26
2013-01-13,86.34,-80.83,-1.67
2013-01-14,86.92,-80.54,-7.89
2013-01-15,87.80,-79.77,-13.54
2013-01-16,87.54,-79.78,-10.61
2013-01-17,90.06,-81.74,-6.42
2013-01-18,89.11,-81.29,3.04
2013-01-19,88.17,-80.84,-4.88
2013-01-20,87.13,-80.84,-5.69
2013-01-21,89.07,-80.62,-2.83
2013-01-22,88.26,-81.49,-3.67
2013-01-23,89.21,-80.51,-9.43
2013-01-24,90.12,-80.95,-2.55
2013-01-25,88.03,-80.86,-3.58
2013-01-26,87.42,-81.05,-6.93
2013-01-27,86.43,-83.09,-8.12
2013-01-28,88.77,-81.44,-10.96
2013-01-29,87.89,-81.08,-4.26
2013-01-30,88.27,-80.74,-9.30
2013-01-31,88.79,-80.79,-9.63
2013-02-01,88.67,-81.53,-13.27
2013-02-02,88.42,-82.39,-15.02
2013-02-03,88.35,-80.55,-9.31
2013-02-04,88.50,-82.07,-9.73
2013-02-05,87.71,-82.06,-4.38
2013-02-06,87.67,-82.32,-12.95
2013-02-07,87.90,-81.99,-7.02
2013-02-08,86.86,-83.18,-8.27
2013-02-09,86.67,-82.11,-10.84
2013-02-10,88.48,-81.93,-10.38
2013-02-11,87.90,-83.25,-5.42
2013-02-12,88.28,-82.12,-8.64
2013-02-13,89.74,-81.74,-9.61
2013-02-14,89.69,-82.03,-10.85
2013-02-15,90.66,-81.24,-8.09
2013-02-16,89.12,-82.26,-7.76
2013-02-17,88.63,-81.51,-7.95
2013-02-18,88.44,-82.00,-4.16
2013-02-19,86.43,-83.52,-0.27
2013-02-20,86.00,-83.14,-4.51
2013-02-21,88.31,-83.51,-7.35
2013-02-22,88.38,-82.24,-8.46
2013-02-23,88.75,-83.46,-7.18
2013-02-24,88.24,-82.55,-5.92
2013-02-25,88.85,-82.65,-7.17
2013-02-26,88.69,-83.04,-5.28
2013-02-27,87.99,-82.07,-6.25
2013-02-28,89.59,-80.62,-11.70
2013-03-01,89.03,-82.62,-12.79
2013-03-02,88.62,-83.68,-5.69
2013-03-03,88.33,-83.11,-10.09
2013-03-04,89.27,-82.66,-7.88
2013-03-05,89.38,-84.41,-6.90
2013-03-06,88.66,-83.91,-7.56
2013-03-07,90.43,-82.51,-13.30
2013-03-08,88.55,-82.14,-12.22
2013-03-09,88.24,-81.98,-10.78
2013-03-10,89.77,-81.75,-4.00
2013-03-11,88.47,-81.99,-8.61
2013-03-12,89.58,-83.15,-2.89
2013-03-13,88.41,-83.28,-10.42
2013-03-14,87.45,-82.07,-9.14
2013-03-15,89.30,-81.45,-6.11
2013-03-16,90.64,-83.42,-5.75
2013-03-17,90.49,-84.13,-4.97
2013-03-18,89.70,-81.26,-7.33
2013-03-19,89.00,-83.03,-2.87
2013-03-20,88.34,-83.16,-8.79
2013-03-21,88.10,-82.52,-4.98
2013-03-22,89.03,-84.01,-1.16
2013-03-23,90.30,-82.82,-0.53
2013-03-24,89.59,-82.98,-4.98
2013-03-25,89.64,-81.85,-6.07
2013-03-26,89.80,-82.87,-4.85
2013-03-27,89.89,-83.30,-5.84
2013-03-28,89.58,-82.40,-13.55
2013-03-29,88.71,-83.58,-12.07
2013-03-30,90.36,-81.69,-6.07
2013-03-31,90.78,-82.62,-8.34
2013-04-01,88.63,-83.77,-7.45
2013-04-02,88.80,-82.84,-10.11
2013-04-03,88.39,-82.82,-4.31
2013-04-04,89.82,-81.76,-10.36
2013-04-05,89.87,-83.81,-3.53
2013-04-06,89.03,-79.92,-5.80
2013-04-07,89.89,-82.27,-12.33
2013-04-08,88.03,-84.22,-7.62
2013-04-09,87.92,-83.40,-9.89
2013-04-10,90.14,-83.23,-4.26
2013-04-11,90.53,-84.27,-0.52
2013-04-12,90.05,-82.87,-3.89
2013-04-13,90.07,-81.12,-2.91
2013-04-14,87.17,-83.48,-6.32
2013-04-15,90.68,-85.03,-2.05
2013-04-16,91.03,-83.24,-7.53
2013-04-17,91.84,-83.72,-9.96
2013-04-18,90.43,-83.42,-4.66
2013-04-19,91.42,-82.41,-11.98
2013-04-20,90.61,-83.28,-8.96
2013-04-21,92.35,-83.67,-7.21
2013-04-22,90.27,-82.30,-6.77
2013-04-23,89.99,-83.46,-5.50
2013-04-24,90.36,-82.78,-10.43
2013-04-25,90.10,-83.49,-7.18
2013-04-26,89.88,-83.48,-7.13
2013-04-27,90.52,-84.00,-6.65
2013-04-28,89.08,-82.77,-4.23
2013-04-29,90.04,-83.47,-3.08
2013-04-30,90.19,-84.88,-8.93
2013-05-01,90.41,-84.95,-1.97
2013-05-02,90.92,-83.97,-10.94
2013-05-03,90.42,-82.97,-10.99
2013-05-04,93.08,-83.60,-8.93
2013-05-05,91.36,-84.26,-2.20
2013-05-06,91.15,-85.00,0.39
2013-05-07,90.60,-83.94,-5.21
2013-05-08,90.66,-83.85,-6.11
2013-05-09,90.70,-83.83,-7.64
2013-05-10,92.35,-84.59,-6.16
2013-05-11,91.35,-84.18,-1.48
2013-05-12,93.80,-83.19,-7.63
2013-05-13,91.64,-83.21,-4.90
2013-05-14,91.92,-82.85,-1.70
2013-05-15,90.59,-83.77,-11.66
2013-05-16,91.13,-83.23,-5.25
2013-05-17,91.74,-85.38,-4.78
2013-05-18,90.65,-83.43,-8.25
2013-05-19,91.91,-83.77,-2.77
2013-05-20,92.29,-84.21,-6.92
2013-05-21,92.68,-85.04,-5.34
2013-05-22,93.02,-85.21,-2.77
2013-05-23,91.81,-84.94,-2.17
2013-05-24,91.75,-84.65,-4.99
2013-05-25,92.40,-85.44,-5.17
2013-05-26,92.52,-86.17,-8.80
2013-05-27,90.98,-85.73,-6.45
2013-05-28,93.22,-90.24,-3.45
2013-05-29,93.94,-86.80,3.31
2013-05-30,93.38,-86.54,6.49
2013-05-31,91.28,-84.15,-5.55
2013-06-01,91.07,-84.85,-2.16
2013-06-02,92.95,-84.05,-2.87
2013-06-03,93.17,-85.56,1.55
2013-06-04,92.84,-84.56,-6.47
2013-06-05,92.47,-86.33,-7.42
2013-06-06,93.02,-85.28,-2.78
2013-06-07,92.41,-83.64,-7.61
2013-06-08,92.20,-85.60,-5.75
2013-06-09,93.31,-85.42,-4.96
2013-06-10,94.70,-86.11,2.24
2013-06-11,94.05,-86.09,-3.50
2013-06-12,93.74,-86.17,-6.71
2013-06-13,95.32,-85.81,-16.94
2013-06-14,93.37,-85.49,-6.37
2013-06-15,93.87,-85.33,-4.23
2013-06-16,94.41,-85.89,-8.95
2013-06-17,93.11,-85.65,-8.00
2013-06-18,94.84,-86.43,-7.18
2013-06-19,95.64,-87.16,-6.06
2013-06-20,94.05,-85.60,-5.19
2013-06-21,94.06,-84.32,-7.68
2013-06-22,93.89,-85.11,-6.60
2013-06-23,93.45,-86.85,-5.14
2013-06-24,94.05,-86.02,-9.28
2013-06-25,94.04,-86.54,-5.94
2013-06-26,94.50,-86.30,-12.76
2013-06-27,94.49,-86.15,-8.19
2013-06-28,92.64,-85.63,-5.22
2013-06-29,92.80,-85.54,-6.64
2013-06-30,93.89,-86.09,-3.42
2013-07-01,93.59,-86.61,-4.06
2013-07-02,92.52,-85.30,-6.85
2013-07-03,94.72,-85.81,-2.92
2013-07-04,94.07,-86.71,-0.78
2013-07-05,94.88,-86.26,-1.04
2013-07-06,94.32,-84.63,-6.98
2013-07-07,93.01,-85.99,-9.29
2013-07-08,92.46,-87.07,-4.74
2013-07-09,94.34,-85.97,-6.65
2013-07-10,94.00,-85.99,-5.27
2013-07-11,95.04,-87.19,-6.13
2013-07-12,93.87,-86.29,-1.94
2013-07-13,93.64,-86.21,-3.76
2013-07-14,93.46,-87.05,-6.30
2013-07-15,93.57,-88.70,3.26
2013-07-16,95.74,-86.68,-7.90
2013-07-17,95.53,-86.10,-5.68
2013-07-18,93.62,-86.70,-5.43
2013-07-19,94.06,-87.85,-5.88
2013-07-20,92.27,-87.51,0.34
2013-07-21,92.28,-88.71,1.47
2013-07-22,94.24,-86.85,-7.16
2013-07-23,93.46,-86.96,-2.71
2013-07-24,92.89,-87.33,-5.93
2013-07-25,94.79,-85.84,-4.29
2013-07-26,94.19,-86.57,-9.33
2013-07-27,95.67,-86.48,-6.79
2013-07-28,94.96,-89.17,1.29
2013-07-29,93.02,-87.90,2.91
2013-07-30,94.65,-88.25,-2.39
2013-07-31,93.33,-87.79,-3.61
2013-08-01,94.47,-87.48,-4.83
2013-08-02,94.92,-86.86,-2.28
2013-08-03,95.36,-87.74,-0.78
2013-08-04,93.85,-88.02,-4.74
2013-08-05,94.44,-89.03,0.99
2013-08-06,95.58,-88.00,-2.99
2013-08-07,95.51,-87.24,-0.25
2013-08-08,93.66,-88.72,-0.15
2013-08-09,94.23,-87.91,0.08
2013-08-10,94.92,-86.69,-4.11
2013-08-11,93.80,-87.35,-2.99
2013-08-12,96.06,-87.23,-0.47
2013-08-13,94.99,-87.09,-4.21
2013-08-14,96.29,-87.73,-1.86
2013-08-15,96.08,-89.05,-10.27
2013-08-16,95.58,-88.13,-0.10
2013-08-17,95.24,-86.98,-2.23
2013-08-18,94.59,-89.49,-1.00
2013-08-19,98.68,-88.06,-8.54
2013-08-20,93.79,-84.88,-4.54
2013-08-21,99.17,-89.67,-9.86
2013-08-22,95.45,-88.86,1.61
2013-08-23,96.68,-87.96,0.29
2013-08-24,96.15,-87.64,3.13
2013-08-25,95.99,-87.43,-1.84
2013-08-26,94.51,-88.25,4.74
2013-08-27,95.34,-88.35,-2.28
2013-08-28,95.48,-88.88,15.19
2013-08-29,95.18,-87.80,3.10
2013-08-30,95.14,-88.48,0.07
2013-08-31,95.64,-88.21,-5.75
2013-09-01,96.33,-87.98,2.41
2013-09-02,95.13,-88.96,4.87
2013-09-03,95.98,-88.75,-2.54
2013-09-04,96.39,-87.03,-0.52
2013-09-05,94.67,-88.93,7.83
2013-09-06,95.01,-88.09,-0.72
2013-09-07,97.17,-88.55,-6.04
2013-09-08,96.39,-87.76,-7.80
2013-09-09,97.34,-89.11,3.30
2013-09-10,96.20,-88.50,-0.60
2013-09-11,97.06,-88.95,-3.68
2013-09-12,96.20,-87.86,-6.60
2013-09-13,95.86,-88.97,0.03
2013-09-14,95.60,-87.80,2.10
2013-09-15,94.02,-89.24,1.82
2013-09-16,95.33,-89.82,0.33
2013-09-17,96.48,-90.21,-0.51
2013-09-18,95.70,-88.83,-5.33
2013-09-19,94.99,-87.49,-0.52
2013-09-20,95.92,-88.71,8.07
2013-09-21,98.34,-88.82,1.19
2013-09-22,96.53,-89.43,2.19
2013-09-23,95.60,-89.05,0.91
2013-09-24,96.13,-88.40,-1.34
2013-09-25,93.48,-89.61,7.21
2013-09-26,94.84,-90.07,-2.17
2013-09-27,95.18,-88.71,-1.92
2013-09-28,95.36,-88.72,-3.22
2013-09-29,96.62,-88.38,-3.94
2013-09-30,95.36,-89.38,4.23
2013-10-01,95.55,-88.12,-2.54
2013-10-02,97.62,-88.33,-8.68
2013-10-03,94.58,-88.30,-7.57
2013-10-04,95.17,-89.17,-4.40
2013-10-05,96.79,-88.64,-8.26
2013-10-06,95.56,-91.75,4.07
2013-10-07,96.69,-88.45,0.70
2013-10-08,96.86,-87.92,-5.60
2013-10-09,95.47,-90.16,0.96
2013-10-10,96.06,-88.89,-3.54
2013-10-11,95.75,-88.58,-0.93
2013-10-12,95.95,-88.73,-4.32
2013-10-13,95.96,-89.52,-7.09
2013-10-14,95.01,-88.29,-6.67
2013-10-15,96.68,-88.12,-6.80
2013-10-16,96.27,-89.04,-3.51
2013-10-17,96.22,-89.19,-6.06
2013-10-18,95.32,-88.76,-2.35
2013-10-19,96.17,-88.52,-4.80
2013-10-20,96.20,-88.40,-2.84
2013-10-21,96.99,-88.61,-4.37
2013-10-22,95.55,-89.20,-2.36
2013-10-23,95.86,-90.42,-1.82
2013-10-24,95.33,-89.41,-1.09
2013-10-25,95.89,-89.23,-7.33
2013-10-26,97.60,-88.60,-8.76
2013-10-27,95.84,-88.76,-7.41
2013-10-28,92.77,-90.71,-4.60
2013-10-29,95.17,-90.15,-3.66
2013-10-30,95.09,-88.55,-4.80
2013-10-31,95.79,-89.41,-9.10
2013-11-01,95.67,-89.46,0.02
2013-11-02,96.58,-88.55,1.23
2013-11-03,94.90,-88.55,2.55
2013-11-04,95.53,-89.25,-0.76
2013-11-05,96.18,-89.31,-0.63
2013-11-06,95.53,-89.72,-6.50
2013-11-07,96.55,-89.49,-6.19
2013-11-08,95.86,-89.64,-4.61
2013-11-09,95.76,-88.59,-3.97
2013-11-10,95.49,-89.74,-4.22
2013-11-11,95.11,-89.33,-2.88
2013-11-12,95.83,-89.09,-11.54
2013-11-13,96.48,-88.81,-3.43
2013-11-14,95.72,-89.91,1.47
2013-11-15,94.76,-91.38,4.15
2013-11-16,95.82,-89.03,0.04
2013-11-17,96.19,-88.69,3.05
2013-11-18,95.72,-88.47,2.56
2013-11-19,96.17,-90.29,-2.16
2013-11-20,96.21,-90.33,-1.06
2013-11-21,95.95,-89.25,-5.92
2013-11-22,96.37,-91.15,-5.45
2013-11-23,97.29,-89.54,-11.93
2013-11-24,95.56,-89.69,-3.91
2013-11-25,96.49,-88.73,-8.43
2013-11-26,96.88,-91.24,-1.52
2013-11-27,97.37,-91.13,-5.10
2013-11-28,98.58,-90.91,3.37
2013-11-29,96.66,-89.24,-6.45
2013-11-30,97.13,-89.57,-7.53
2013-12-01,96.52,-89.83,-5.89
2013-12-03,95.29,-91.98,-4.04
2013-12-04,94.08,-90.30,2.22
2013-12-05,96.74,-90.52,-1.45
2013-12-06,96.30,-89.80,1.16
2013-12-07,96.09,-90.53,-7.17
2013-12-08,97.71,-90.73,-5.46
2013-12-09,99.38,-90.25,-2.26
2013-12-10,98.81,-90.37,-1.87
2013-12-11,97.40,-91.31,0.62
2013-12-12,98.16,-90.13,-2.38
2013-12-13,97.67,-90.45,-3.94
2013-12-14,98.64,-89.33,-0.69
2013-12-15,99.73,-90.76,-1.13
2013-12-16,98.31,-91.12,1.62
2013-12-17,98.46,-91.14,-5.80
2013-12-18,98.67,-90.50,1.67
2013-12-19,96.92,-92.25,2.31
2013-12-20,97.26,-91.50,2.67
2013-12-21,98.94,-90.89,0.03
2013-12-22,99.54,-91.06,-4.89
2013-12-23,98.23,-90.76,-4.40
2013-12-24,98.20,-91.60,-7.09
2013-12-25,100.82,-92.74,-7.30
2013-12-26,99.17,-91.55,-7.59
2013-12-27,98.70,-91.20,-10.02
2013-12-28,98.54,-90.39,-8.42
2013-12-29,98.63,-90.14,-6.13
2013-12-30,97.88,-90.61,-6.50
2013-12-31,98.90,-90.00,-9.46
2014-01-01,97.84,-91.07,-11.49
2014-01-02,98.94,-90.62,-7.61
2014-01-03,97.39,-90.52,-1.52
2014-01-04,99.19,-91.72,-1.09
2014-01-05,98.42,-91.66,-6.90
2014-01-06,98.82,-91.22,-8.79
2014-01-07,98.61,-90.55,-11.76
2014-01-08,98.09,-91.11,-1.40
2014-01-09,100.20,-91.79,-3.70
2014-01-10,99.55,-91.53,-5.53
2014-01-11,99.31,-92.09,-4.79
2014-01-12,99.20,-93.40,0.61
2014-01-13,99.04,-92.30,-1.69
2014-01-14,99.69,-90.82,-6.42
2014-01-15,100.98,-90.51,-7.75
2014-01-16,99.57,-90.34,-4.15
2014-01-17,99.21,-92.04,-1.28
2014-01-18,99.04,-91.72,-5.14
2014-01-19,99.47,-92.17,-1.69
2014-01-20,99.79,-91.28,-1.70
2014-01-21,99.80,-92.12,-9.87
2014-01-22,99.53,-92.32,-5.82
2014-01-23,98.48,-92.03,0.98
2014-01-24,99.04,-92.05,2.56
2014-01-25,100.39,-91.12,-0.17
2014-01-26,100.22,-92.16,-5.37
2014-01-27,99.20,-92.41,-4.59
2014-01-28,99.41,-92.20,-6.72
2014-01-29,100.52,-92.01,-1.88
2014-01-30,100.47,-92.46,2.17
2014-01-31,97.80,-93.86,-5.92
2014-02-01,99.48,-94.43,-1.74
2014-02-02,99.84,-93.02,-5.01
2014-02-03,98.71,-93.71,0.54
2014-02-04,98.83,-92.27,-3.42
2014-02-05,98.86,-92.59,-2.97
2014-02-06,99.54,-92.52,-0.29
2014-02-07,97.80,-92.74,-2.97
2014-02-08,100.18,-92.71,-2.72
2014-02-09,100.45,-92.55,-6.69
2014-02-10,97.32,-94.67,-2.31
2014-02-11,99.72,-93.58,-5.44
2014-02-12,99.89,-91.92,-10.26
2014-02-13,100.12,-93.26,-4.70
2014-02-14,100.65,-92.73,0.23
2014-02-15,100.94,-93.44,-0.27
2014-02-16,102.18,-92.55,-4.35
2014-02-17,99.68,-93.21,0.23
2014-02-18,100.20,-92.79,-3.24
2014-02-19,101.04,-93.30,-1.73
2014-02-20,99.52,-92.04,0.49
2014-02-21,99.36,-92.65,0.88
2014-02-22,100.66,-92.45,-4.08
2014-02-23,100.30,-92.88,-1.59
2014-02-24,99.59,-93.49,-3.25
2014-02-25,99.33,-92.71,-0.92
2014-02-26,101.50,-94.56,1.57
2014-02-27,99.14,-94.14,-0.75
2014-02-28,98.31,-95.02,9.53
2014-03-01,102.61,-93.36,1.59
2014-03-02,99.26,-92.54,-4.83
2014-03-03,100.17,-92.63,-6.91
2014-03-04,97.56,-93.38,-3.90
2014-03-05,100.54,-92.59,-8.12
2014-03-06,100.66,-93.66,-1.94
2014-03-07,99.99,-93.85,0.55
2014-03-08,100.52,-93.47,-3.64
2014-03-09,100.14,-93.98,3.85
2014-03-10,100.71,-92.74,-0.46
2014-03-11,100.50,-92.83,-3.42
2014-03-12,100.75,-92.42,-5.65
2014-03-13,100.38,-93.99,0.16
2014-03-14,100.51,-93.52,0.81
2014-03-15,101.37,-92.99,1.67
2014-03-16,101.55,-92.42,-2.41
2014-03-17,100.30,-94.08,-2.57
2014-03-18,100.60,-94.11,-0.54
2014-03-19,100.43,-93.88,4.42
2014-03-20,101.58,-94.80,0.22
2014-03-21,101.11,-93.39,-6.45
2014-03-22,100.57,-93.50,-9.56
2014-03-23,100.19,-93.53,-3.06
2014-03-24,100.66,-93.06,-3.88
2014-03-25,101.53,-93.89,-4.85
2014-03-26,100.04,-96.03,-7.44
2014-03-27,97.94,-97.01,0.23
2014-03-28,101.23,-94.13,0.53
2014-03-29,102.24,-93.02,-4.27
2014-03-30,97.71,-96.48,-10.27
2014-03-31,100.38,-95.23,0.55
2014-04-01,97.51,-95.85,-2.10
2014-04-02,98.55,-94.72,-2.81
2014-04-03,101.92,-93.44,-4.25
2014-04-04,101.92,-93.61,-3.73
2014-04-05,101.43,-94.95,-7.52
2014-04-06,100.65,-93.35,-4.23
2014-04-07,101.07,-94.16,-0.95
2014-04-08,101.57,-93.74,-5.10
2014-04-09,102.50,-94.36,0.70
2014-04-10,102.77,-94.85,-3.57
2014-04-11,102.41,-94.29,-1.42
2014-04-12,101.79,-93.85,-0.92
