Date,North (mm),East (mm)
2008-02-03,1.78,-2.76
2008-02-04,4.32,-4.47
2008-02-05,4.05,-3.77
2008-02-06,3.74,-3.38
2008-02-07,3.68,-3.11
2008-02-08,1.82,-3.51
2008-02-09,4.00,-3.28
2008-02-10,3.57,-3.95
2008-02-11,4.57,-4.24
2008-02-12,3.41,-2.13
2008-02-13,2.73,-3.02
2008-02-14,3.37,-4.05
2008-02-15,5.38,-4.62
2008-02-16,4.16,-3.83
2008-02-17,3.22,-3.46
2008-02-18,2.10,-2.99
2008-02-19,2.76,-3.24
2008-02-20,1.32,-3.94
2008-02-21,4.02,-4.35
2008-02-22,2.59,-3.98
2008-02-23,2.72,-3.60
2008-02-24,1.94,-3.65
2008-02-25,2.75,-3.61
2008-02-26,3.86,-4.79
2008-02-27,5.00,-4.67
2008-02-28,4.66,-5.42
2008-02-29,2.89,-3.92
2008-03-01,0.00,-1.98
2008-03-02,0.48,-3.23
2008-03-03,3.71,-5.95
2008-03-04,2.34,-6.11
2008-03-05,4.45,-6.09
2008-03-06,3.00,-3.92
2008-03-07,3.74,-4.43
2008-03-08,3.33,-6.07
2008-03-09,4.61,-4.69
2008-03-10,4.12,-4.33
2008-03-11,5.23,-4.62
2008-03-12,3.38,-5.15
2008-03-13,2.19,-4.22
2008-03-14,3.52,-5.41
2008-03-15,3.45,-4.25
2008-03-16,3.95,-4.49
2008-03-17,5.40,-3.71
2008-03-18,2.86,-5.05
2008-03-19,3.89,-4.59
2008-03-20,4.59,-3.77
2008-03-21,3.20,-3.76
2008-03-22,5.01,-4.60
2008-03-23,2.95,-4.36
2008-03-24,4.05,-5.41
2008-03-25,6.20,-5.95
2008-03-26,1.16,-4.61
2008-03-27,3.30,-2.95
2008-03-28,3.59,-3.93
2008-03-29,4.40,-6.06
2008-03-30,5.08,-6.18
2008-03-31,5.44,-5.55
2008-04-01,4.48,-4.49
2008-04-02,4.75,-4.27
2008-04-03,3.39,-3.88
2008-04-04,5.06,-4.82
2008-04-05,4.71,-6.61
2008-04-06,3.86,-5.33
2008-04-07,2.73,-6.78
2008-04-08,3.43,-5.02
2008-04-09,3.00,-3.58
2008-04-10,5.91,-5.31
2008-04-11,5.59,-5.33
2008-04-12,4.50,-5.10
2008-04-13,4.90,-4.78
2008-04-14,3.30,-3.65
2008-04-15,3.42,-5.26
2008-04-16,4.22,-4.94
2008-04-17,4.30,-4.53
2008-04-18,4.50,-4.82
2008-04-19,3.44,-5.41
2008-04-20,3.32,-3.92
2008-04-21,4.20,-3.71
2008-04-22,3.65,-5.05
2008-04-23,3.11,-5.84
2008-04-24,4.79,-7.12
2008-04-25,5.72,-6.01
2008-04-26,4.69,-4.53
2008-04-27,3.92,-4.81
2008-04-28,4.01,-5.60
2008-04-29,5.67,-4.31
2008-04-30,5.12,-5.11
2008-05-01,5.06,-5.62
2008-05-02,4.55,-4.24
2008-05-03,4.55,-4.40
2008-05-04,3.47,-4.62
2008-05-05,4.70,-4.75
2008-05-06,5.90,-5.92
2008-05-07,2.97,-5.58
2008-05-08,5.27,-5.56
2008-05-09,5.25,-8.58
2008-05-10,4.74,-4.10
2008-05-11,5.17,-5.85
2008-05-12,3.14,-5.61
2008-05-13,4.24,-5.39
2008-05-14,5.37,-5.51
2008-05-15,3.68,-4.73
2008-05-16,6.00,-5.49
2008-05-17,4.34,-4.36
2008-05-18,2.22,-6.45
2008-05-19,3.94,-6.87
2008-05-20,4.89,-5.04
2008-05-21,6.26,-4.46
2008-05-22,4.60,-5.30
2008-05-23,3.47,-4.52
2008-05-24,4.04,-5.69
2008-05-25,4.94,-5.69
2008-05-26,3.12,-5.66
2008-05-27,4.74,-3.94
2008-05-28,3.57,-6.03
2008-05-29,4.47,-4.28
2008-05-30,3.97,-4.45
2008-05-31,5.25,-4.29
2008-06-01,6.47,-5.17
2008-06-02,4.76,-4.67
2008-06-03,3.94,-2.86
2008-06-04,6.20,-7.53
2008-06-05,4.01,-4.57
2008-06-06,7.64,-10.15
2008-06-07,3.38,-4.54
2008-06-08,5.68,-4.66
2008-06-09,3.99,-3.88
2008-06-10,3.61,-8.44
2008-06-11,5.52,-3.87
2008-06-12,3.48,-2.17
2008-06-13,6.26,-3.74
2008-06-14,5.28,-4.07
2008-06-15,5.53,-4.25
2008-06-16,4.85,-4.32
2008-06-17,3.79,-3.63
2008-06-18,5.25,-5.59
2008-06-19,5.52,-3.93
2008-06-20,6.11,-4.48
2008-06-21,7.57,-5.91
2008-06-22,4.19,-4.78
2008-06-23,4.88,-4.49
2008-06-24,4.41,-3.95
2008-06-25,5.84,-4.98
2008-06-26,6.00,-3.83
2008-06-27,5.61,-6.32
2008-06-28,4.06,-4.05
2008-06-29,4.40,-3.58
2008-06-30,4.79,-3.44
2008-07-01,6.96,-3.68
2008-07-02,5.68,-5.34
2008-07-03,6.44,-6.68
2008-07-04,6.33,-4.41
2008-07-05,6.17,-4.89
2008-07-06,7.60,-3.20
2008-07-07,7.53,-3.40
2008-07-08,6.29,-5.30
2008-07-09,5.42,-5.24
2008-07-10,5.39,-3.96
2008-07-11,5.96,-4.32
2008-07-12,6.58,-5.30
2008-07-13,6.57,-6.06
2008-07-14,5.88,-5.88
2008-07-15,4.84,-4.86
2008-07-16,4.08,-3.97
2008-07-17,7.28,-6.73
2008-07-18,8.07,-5.83
2008-07-19,5.63,-5.50
2008-07-20,5.84,-5.95
2008-07-21,7.22,-4.91
2008-07-22,5.84,-2.85
2008-07-23,6.03,-4.76
2008-07-24,5.56,-6.04
2008-07-25,6.32,-4.88
2008-07-26,6.36,-5.31
2008-07-27,5.98,-6.25
2008-07-28,6.82,-5.17
2008-07-29,5.71,-6.10
2008-07-30,5.03,-4.62
2008-07-31,3.94,-5.06
2008-08-01,6.31,-6.19
2008-08-02,5.96,-4.96
2008-08-03,5.78,-6.54
2008-08-04,6.02,-5.55
2008-08-05,7.82,-6.53
2008-08-06,5.23,-4.17
2008-08-07,5.14,-4.46
2008-08-08,7.07,-5.42
2008-08-09,5.33,-6.17
2008-08-10,5.41,-7.67
2008-08-11,7.20,-5.73
2008-08-12,7.68,-6.28
2008-08-13,7.32,-6.07
2008-08-14,5.11,-5.33
2008-08-15,6.19,-3.77
2008-08-16,5.60,-4.44
2008-08-17,5.48,-6.26
